,Ticker,Name ,RetYTD,ggroup,Industry
0,A,Agilent Technologies ,-0.208,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
1,AA,Alcoa Corp ,0.4731,1510,Materials
2,AAL,American Airlines Gp ,0.0579,2030,Transportation
3,AAN,Aarons Holdings Company ,-0.1327,2550,Retailing
4,AAON,Aaon Inc ,-0.3456,2010,Capital Goods
5,AAP,Advance Auto Parts Inc ,-0.0884,2550,Retailing
6,AAPL,Apple Inc ,-0.0692,4520,Technology Hardware & Equipment
7,AAT,American Assets Trust ,-0.0384,6010,Real Estate
8,AAWW,Atlas Air Ww ,-0.2727,2030,Transportation
9,ABBV,Abbvie Inc ,0.1987,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
10,ABC,Amerisourcebergen Corp ,0.2131,3510,Health Care Equipment & Services
11,ABCB,Ameris Bancorp ,-0.1793,4010,Banks
12,ABG,Asbury Automotive Group Inc ,-0.1104,2550,Retailing
13,ABM,ABM Industries Inc ,0.2069,2020,Commercial  & Professional Services
14,ABM,ABM Industries Inc ,0.2069,2020,Commercial  & Professional Services
15,ABMD,Abiomed Inc ,-0.1478,3510,Health Care Equipment & Services
16,ABR,Arbor Realty Trust ,-0.0431,4020,Diversified Financials
17,ABT,Abbott Laboratories ,-0.1638,3510,Health Care Equipment & Services
18,ABTX,Allegiance Banc CS ,-0.0308,4010,Banks
19,ABUS,Arbutus Biopharma Cp ,-0.2931,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
20,ACAD,Acadia Pharmaceutica ,0.0056,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
21,ACC,American Campus Communities Inc ,0.0115,6010,Real Estate
22,ACCO,Acco Brands Corp ,-0.0702,2020,Commercial  & Professional Services
23,ACCO,Acco Brands Corp ,-0.0702,2020,Commercial  & Professional Services
24,ACGL,Arch Capital Grp Ltd ,0.1019,4030,Insurance
25,ACHC,Acadia Healthcr Company ,0.2359,3510,Health Care Equipment & Services
26,ACIW,Aci Worldwide Inc ,-0.2078,4510,Software & Services
27,ACLS,Axcelis Tech Inc ,-0.2432,4530,Semiconductors & Semiconductor Equipment
28,ACM,Aecom Technology Corp ,-0.0138,2010,Capital Goods
29,ACN,Accenture Plc ,-0.2294,4510,Software & Services
30,ACRE,Ares Commercial Real Estate Cor ,0.121,4020,Diversified Financials
31,ACRS,Aclaris Therapts ,0.1699,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
32,ADBE,Adobe Systems Inc ,-0.2586,4510,Software & Services
33,ADC,Agree Realty Corp ,-0.0196,6010,Real Estate
34,ADI,Analog Devices ,-0.1096,4530,Semiconductors & Semiconductor Equipment
35,ADM,Archer Daniels Midland ,0.4338,3020,"Food, Beverage & Tobacco"
36,ADNT,Adient Plc ,-0.3024,2510,Automobiles & Components
37,ADP,Automatic Data Procs ,-0.0705,4510,Software & Services
38,ADSK,Autodesk Inc ,-0.3004,4510,Software & Services
39,ADTN,Adtran Inc ,-0.2199,4520,Technology Hardware & Equipment
40,ADUS,Addus Homecare Corp ,-0.0433,3510,Health Care Equipment & Services
41,AEE,Ameren Corp ,0.0813,5510,Utilities
42,AEIS,Advanced Energy ,-0.1876,4520,Technology Hardware & Equipment
43,AEL,American Equity Investment Life ,0.0057,4030,Insurance
44,AEO,American Eagle Outfitters ,-0.3088,2550,Retailing
45,AEP,American Electric Power Company ,0.1469,5510,Utilities
46,AERI,Aerie Pharmaceuticals ,0.3048,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
47,AES,The Aes Corp ,0.0045,5510,Utilities
48,AFG,American Financial Group ,0.0681,4030,Insurance
49,AFL,Aflac Inc ,0.1189,4030,Insurance
50,AGCO,Agco Corp ,0.2197,2010,Capital Goods
51,AGEN,Agenus Inc ,-0.2733,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
52,AGIO,Agios Pharmaceuticals ,-0.1512,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
53,AGLE,Aeglea Biothera ,-0.5832,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
54,AGNC,Agnc Investment Corp ,-0.1702,4020,Diversified Financials
55,AGO,Assured Guaranty Ltd ,0.2032,4030,Insurance
56,AGR,Avangrid Inc ,-0.019,5510,Utilities
57,AGX,Argan Inc ,-0.0439,2010,Capital Goods
58,AGYS,Agilysys Inc ,-0.1442,4510,Software & Services
59,AHH,Armada Hoffler Properties Inc ,-0.065,6010,Real Estate
60,AHT,Ashford Hospitality Trust Inc ,-0.1292,6010,Real Estate
61,AIG,American International Group ,0.1085,4030,Insurance
62,AIMC,Altra Indtl Mtn ,-0.3091,2010,Capital Goods
63,AIN,Albany International Corp ,-0.0757,2010,Capital Goods
64,AIR,AAR Corp ,0.2944,2010,Capital Goods
65,AIT,Applied Industrial Technologies ,-0.0465,2010,Capital Goods
66,AIV,Apartment Investment and Management ,-0.1036,6010,Real Estate
67,AIZ,Assurant Inc ,0.2146,4030,Insurance
68,AJG,Arthur J. Gallagher & Company ,0.0645,4030,Insurance
69,AJRD,Aerojet Rocketdyne Holdings ,-0.0768,2010,Capital Goods
70,AKAM,Akamai Technologies ,0.0167,4510,Software & Services
71,AKBA,Akebia Therapeutics ,-0.7611,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
72,AKR,Acadia Realty Trust ,-0.0293,6010,Real Estate
73,AL,Air Lease Corp Cl A ,-0.0206,2010,Capital Goods
74,ALB,Albemarle Corp ,-0.0979,1510,Materials
75,ALBO,Albireo Pharma Inc ,0.5693,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
76,ALDX,Aldeyra Therapeu ,0.14,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
77,ALE,Allete Inc ,-0.0439,5510,Utilities
78,ALEX,Alexander and Baldwin Inc ,-0.1032,6010,Real Estate
79,ALG,Alamo Group ,-0.0704,2010,Capital Goods
80,ALGN,Align Technology ,-0.3764,3510,Health Care Equipment & Services
81,ALGT,Allegiant Travel Com ,-0.1513,2030,Transportation
82,ALK,Alaska Air Group ,0.0962,2030,Transportation
83,ALKS,Alkermes Plc ,0.2623,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
84,ALL,Allstate Corp ,0.1998,4030,Insurance
85,ALLE,Allegion Plc ,-0.1888,2010,Capital Goods
86,ALLY,Ally Financial ,-0.1342,4020,Diversified Financials
87,ALNY,Alnylam Pharmaceuticals ,-0.0132,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
88,ALRM,Alarm.com ,-0.3027,4510,Software & Services
89,ALSN,Allison Transmission Holdings ,-0.0327,2010,Capital Goods
90,ALX,Alexander's Inc ,0.0065,6010,Real Estate
91,AMAT,Applied Materials ,-0.2796,4530,Semiconductors & Semiconductor Equipment
92,AMBA,Ambarella Inc ,-0.5551,4530,Semiconductors & Semiconductor Equipment
93,AMBC,Ambac Financial Group ,-0.448,4030,Insurance
94,AMC,AMC Entertainment Holdings Inc ,-0.3375,5020,
95,AMCX,AMC Networks Cl A ,0.1048,5020,
96,AMD,Adv Micro Devices ,-0.3533,4530,Semiconductors & Semiconductor Equipment
97,AME,Ametek Inc ,-0.1359,2010,Capital Goods
98,AMED,Amedisys Inc ,-0.0504,3510,Health Care Equipment & Services
99,AMG,Affiliated Managers Group ,-0.2082,4020,Diversified Financials
100,AMGN,Amgen Inc ,0.1291,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
101,AMH,American Homes 4 Rent ,-0.0472,6010,Real Estate
102,AMKR,Amkor Technology ,-0.2408,4530,Semiconductors & Semiconductor Equipment
103,AMN,Amn Healthcare Services Inc ,-0.1498,3510,Health Care Equipment & Services
104,AMNB,American Natl Bksh ,-0.039,4010,Banks
105,AMOT,Allied Motion Tech ,-0.2491,2010,Capital Goods
106,AMP,Ameriprise Financial Services ,-0.0362,4020,Diversified Financials
107,AMPE,Ampio Pharmaceuticals ,-0.2982,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
108,AMPH,Amphastar Pharma ,0.7836,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
109,AMRC,Ameresco Inc ,-0.2991,2010,Capital Goods
110,AMRK,A-Mark Precious Meta ,0.375,4020,Diversified Financials
111,AMRS,Amyris Inc ,-0.1627,1510,Materials
112,AMSC,Amer Superconductor ,-0.3695,2010,Capital Goods
113,AMSF,Amerisafe Inc ,-0.1356,4030,Insurance
114,AMSWA,Amer Software Inc ,-0.2831,4510,Software & Services
115,AMT,American Tower Corp ,-0.1264,6010,Real Estate
116,AMTX,Aemetis Inc ,0.0707,1010,Energy
117,AMWD,Amer Woodmark Cp ,-0.2903,2010,Capital Goods
118,AMZN,Amazon.com Inc ,-0.09,2550,Retailing
119,AN,Autonation Inc ,-0.1317,2550,Retailing
120,ANAB,Anaptysbio Inc ,-0.3422,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
121,ANAT,Amer Natl Insurance ,0.0017,4030,Insurance
122,ANDE,Andersons Inc ,0.5084,3010,Food & Staples Retailing
123,ANET,Arista Networks Inc ,-0.1194,4520,Technology Hardware & Equipment
124,ANF,Abercrombie & Fitch Company ,-0.0098,2550,Retailing
125,ANGO,Angiodynamics Inc ,-0.169,3510,Health Care Equipment & Services
126,ANIK,Anika Therapeutics ,-0.3528,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
127,ANIP,ANI Pharma Inc ,-0.3021,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
128,ANSS,Ansys Inc ,-0.2961,4510,Software & Services
129,ANTM,Anthem Inc ,0.1147,3510,Health Care Equipment & Services
130,AON,AON Plc ,0.0922,4030,Insurance
131,AOS,Smith A.O. Corp ,-0.257,2010,Capital Goods
132,AOSL,Alpha and Omega Semi ,-0.2588,4530,Semiconductors & Semiconductor Equipment
133,APA,Apa Corp ,0.6244,1010,Energy
134,APAM,Artisan Partners Asset Mgmt ,-0.217,4020,Diversified Financials
135,APD,Air Products and Chemicals ,-0.1887,1510,Materials
136,APEI,American Public Education ,-0.0157,2530,Consumer Services
137,APH,Amphenol Corp ,-0.1953,4520,Technology Hardware & Equipment
138,APLE,Apple Hospitality REIT Inc ,0.0941,6010,Real Estate
139,APO,Apollo Asset Management Inc ,-0.2063,4020,Diversified Financials
140,APOG,Apogee Entrpr Inc ,-0.0442,2010,Capital Goods
141,APPF,Appfolio Cl A ,-0.0667,4510,Software & Services
142,APPS,Digital Turbine ,-0.3937,4510,Software & Services
143,APTS,Preferred Apartment Communities ,0.3782,6010,Real Estate
144,AR,Antero Resources Corp ,1.016,1010,Energy
145,ARAY,Accuray Inc ,-0.3145,3510,Health Care Equipment & Services
146,ARCB,Arcbest Corp ,-0.4229,2030,Transportation
147,ARCH,Arch Resources Inc ,0.8231,1010,Energy
148,ARDX,Ardelyx Inc ,-0.1909,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
149,ARE,Alexandria Real Estate Equities ,-0.1201,6010,Real Estate
150,ARES,Ares Management LP ,-0.0488,4020,Diversified Financials
151,ARI,Apollo Commercial Real Estate ,0.0616,4020,Diversified Financials
152,ARMK,Aramark Holdings Corp ,0.0046,2530,Consumer Services
153,ARNC,Arconic Corp ,-0.1845,1510,Materials
154,AROC,Archrock Inc ,0.2888,1010,Energy
155,AROW,Arrow Financial Corp ,-0.1079,4010,Banks
156,ARR,Armour Residential R ,-0.1886,4020,Diversified Financials
157,ARTNA,Artesian Res Cp A ,0.0004,5510,Utilities
158,ARW,Arrow Electronics ,-0.1877,4520,Technology Hardware & Equipment
159,ARWR,Arrowhead Pharma ,-0.2931,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
160,ASB,Associated Banc-Corp ,-0.0483,4010,Banks
161,ASGN,On Assignment ,-0.0622,2020,Commercial  & Professional Services
162,ASGN,On Assignment ,-0.0622,2020,Commercial  & Professional Services
163,ASH,Ashland Global Holdings Inc ,-0.0134,1510,Materials
164,ASIX,Advansix Inc ,0.0711,1510,Materials
165,ASPN,Aspen Aerogels Inc ,-0.4694,1510,Materials
166,ASTE,Astec Inds Inc ,-0.4266,2010,Capital Goods
167,ATEC,Alphatec Holdings ,0.0595,3510,Health Care Equipment & Services
168,ATEN,A10 Networks Inc ,-0.2171,4510,Software & Services
169,ATHX,Athersys Inc ,-0.4148,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
170,ATI,Allegheny Technologies Inc ,0.904,1510,Materials
171,ATKR,Atkore Inc ,-0.175,2010,Capital Goods
172,ATLC,Atlanticus Holdings Cp ,-0.3819,4020,Diversified Financials
173,ATNI,Atn International ,0.022,5010,Telecommunication Services
174,ATO,Atmos Energy Corp ,0.1429,5510,Utilities
175,ATOM,Atomera Inc ,-0.4369,4530,Semiconductors & Semiconductor Equipment
176,ATOS,Atossa Therapeutics Inc ,-0.3063,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
177,ATR,Aptargroup ,-0.0415,1510,Materials
178,ATRA,Atara Biotherap ,-0.4918,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
179,ATRC,Atricure Inc ,-0.1795,3510,Health Care Equipment & Services
180,ATRI,Atrion Corp ,0.0397,3510,Health Care Equipment & Services
181,ATRO,Astronics Cp ,-0.0025,2010,Capital Goods
182,ATRS,Antares Pharma ,0.5574,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
183,ATSG,Air Transport ,0.0688,2030,Transportation
184,ATVI,Activision Blizzard ,0.1864,5020,
185,AVA,Avista Corp ,0.0487,5510,Utilities
186,AVAV,Aerovironment Inc ,0.7601,2010,Capital Goods
187,AVB,Avalonbay Communities ,-0.0237,6010,Real Estate
188,AVD,American Vanguard Corp ,0.3636,1510,Materials
189,AVGO,Broadcom Ltd ,-0.1376,4530,Semiconductors & Semiconductor Equipment
190,AVID,Avid Tech Inc ,0.113,4520,Technology Hardware & Equipment
191,AVNW,Aviat Networks Inc ,0.0617,4520,Technology Hardware & Equipment
192,AVT,Avnet Inc ,-0.0994,4520,Technology Hardware & Equipment
193,AVXL,Anavex Lf SC ,-0.3599,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
194,AVY,Avery Dennison Corp ,-0.2312,1510,Materials
195,AWI,Armstrong World Industries Inc ,-0.206,2010,Capital Goods
196,AWK,American Water Works ,-0.1202,5510,Utilities
197,AWR,American States Water Company ,-0.1749,5510,Utilities
198,AXGN,Axogen Inc ,-0.2263,3510,Health Care Equipment & Services
199,AXL,American Axle & Manufacturing ,-0.2647,2510,Automobiles & Components
200,AXP,American Express Company ,0.1073,4020,Diversified Financials
201,AXS,Axis Capital Holdings ,0.0386,4030,Insurance
202,AXSM,Axsome Thera ,-0.0244,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
203,AXTA,Axalta Coating Systems Ltd ,-0.2412,1510,Materials
204,AXTI,Axt Inc ,-0.2804,4530,Semiconductors & Semiconductor Equipment
205,AYI,Acuity Brands Inc ,-0.1933,2010,Capital Goods
206,AZO,Autozone ,0.0325,2550,Retailing
207,AZPN,Aspen Technology ,0.0641,4510,Software & Services
208,AZZ,Azz Inc ,-0.1637,2010,Capital Goods
209,B,Barnes Group ,-0.2286,2010,Capital Goods
210,BA,Boeing Company ,-0.0963,2010,Capital Goods
211,BAC,Bank of America Corp ,-0.1555,4010,Banks
212,BAH,Booz Allen Hamilton Holding Corp ,0.0353,2020,Commercial  & Professional Services
213,BAH,Booz Allen Hamilton Holding Corp ,0.0353,2020,Commercial  & Professional Services
214,BANC,First Pactrust Bancorp ,-0.078,4010,Banks
215,BANF,Bancfirst Corp ,0.1786,4010,Banks
216,BANR,Banner Corp ,-0.0892,4010,Banks
217,BAX,Baxter International Inc ,-0.1095,3510,Health Care Equipment & Services
218,BBBY,Bed Bath & Beyond ,0.1886,2550,Retailing
219,BBSI,Barrett Business S ,0.0639,2020,Commercial  & Professional Services
220,BBSI,Barrett Business S ,0.0639,2020,Commercial  & Professional Services
221,BBY,Best Buy Company ,-0.0764,2550,Retailing
222,BC,Brunswick Corp ,-0.2484,2520,Consumer Durables & Apparel
223,BCC,Boise Cascade L.L.C. ,-0.0001,2010,Capital Goods
224,BCO,Brink's Company ,0.004,2020,Commercial  & Professional Services
225,BCO,Brink's Company ,0.004,2020,Commercial  & Professional Services
226,BCOR,Blucora Inc ,0.1582,4020,Diversified Financials
227,BCOV,Brightcove Inc ,-0.271,4510,Software & Services
228,BCPC,Balchem Cp ,-0.2087,1510,Materials
229,BCRX,Biocryst Pharma Inc ,-0.1776,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
230,BDC,Belden Inc ,-0.2536,4520,Technology Hardware & Equipment
231,BDN,Brandywine Realty Trust ,-0.0514,6010,Real Estate
232,BDX,Becton Dickinson and Company ,0.0803,3510,Health Care Equipment & Services
233,BECN,Beacon Roofing Suppl ,0.0207,2010,Capital Goods
234,BEN,Franklin Resources ,-0.2365,4020,Diversified Financials
235,BERY,Berry Global Group ,-0.2276,1510,Materials
236,BFAM,Bright Horizons Family Solutions Inc ,0.0518,2530,Consumer Services
237,BFS,Saul Centers ,0.0228,6010,Real Estate
238,BG,Bunge Ltd ,0.3278,3020,"Food, Beverage & Tobacco"
239,BGCP,Bgc Partners Cl A ,-0.1634,4020,Diversified Financials
240,BGFV,Big 5 Sporting ,-0.1362,2550,Retailing
241,BGS,B&G Foods Holdings ,-0.1015,3020,"Food, Beverage & Tobacco"
242,BHB,Bar Harbor Bankshares ,-0.0353,4010,Banks
243,BHE,Benchmark Electronics ,-0.1373,4520,Technology Hardware & Equipment
244,BHLB,Berkshire Hills Bancorp ,-0.0169,4010,Banks
245,BIG,Big Lots ,-0.1798,2550,Retailing
246,BIIB,Biogen Inc ,-0.1141,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
247,BJRI,Bj's Restaurants Inc ,-0.2026,2530,Consumer Services
248,BK,Bank of New York Mellon Corp ,-0.1858,4020,Diversified Financials
249,BKD,Brookdale Senior Living Inc ,0.4496,3510,Health Care Equipment & Services
250,BKE,Buckle Inc ,-0.2319,2550,Retailing
251,BKH,Black Hills Corp ,0.1145,5510,Utilities
252,BKU,BankUnited Inc ,-0.0026,4010,Banks
253,BL,Blackline Inc ,-0.3279,4510,Software & Services
254,BLBD,Blue Bird Corp ,0.1445,2010,Capital Goods
255,BLD,Topbuild Corp ,-0.3808,2520,Consumer Durables & Apparel
256,BLDR,Builders Firstsource ,-0.2864,2010,Capital Goods
257,BLFS,Biolife Solutions ,-0.5455,3510,Health Care Equipment & Services
258,BLK,Blackrock Inc ,-0.2484,4020,Diversified Financials
259,BLKB,Blackbaud Inc ,-0.2794,4510,Software & Services
260,BLL,Ball Corp ,-0.0947,1510,Materials
261,BLMN,Bloomin' Brands Inc ,0.0219,2530,Consumer Services
262,BLUE,Bluebird Bio ,-0.5455,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
263,BLX,Banco Latinoamericano DE Comercio ,-0.0934,4020,Diversified Financials
264,BMI,Badger Meter ,-0.1197,4520,Technology Hardware & Equipment
265,BMRC,Bank of Marin Bancrp ,-0.1399,4010,Banks
266,BMRN,Biomarin Pharmaceuticals ,-0.0611,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
267,BMY,Bristol-Myers Squibb Company ,0.2431,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
268,BNED,Barnes & Noble Education Inc C ,-0.4684,2550,Retailing
269,BNFT,Benefitfocus ,0.1473,4510,Software & Services
270,BOH,Bank of Hawaii Corp ,-0.0606,4010,Banks
271,BOKF,Bok Financial Corp ,-0.1601,4010,Banks
272,BOOM,Dynamic Materials ,-0.284,1010,Energy
273,BOOT,Boot Barn Holdings Inc ,-0.2319,2550,Retailing
274,BOX,Box Inc ,0.1768,4510,Software & Services
275,BPMC,Blueprint Medicines Corp ,-0.365,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
276,BPOP,Popular Inc ,-0.015,4010,Banks
277,BR,Broadridge Financial Solutions Llc ,-0.1603,4510,Software & Services
278,BRC,Brady Corp ,-0.1666,2020,Commercial  & Professional Services
279,BRC,Brady Corp ,-0.1666,2020,Commercial  & Professional Services
280,BRKL,Brookline Bancorp ,-0.0877,4010,Banks
281,BRKR,Bruker Corp ,-0.2594,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
282,BRO,Brown & Brown ,0.0139,4030,Insurance
283,BRX,Brixmor Property Group Inc ,0.0236,6010,Real Estate
284,BSRR,Sierra Bancorp ,-0.1267,4010,Banks
285,BSX,Boston Scientific Corp ,0.0417,3510,Health Care Equipment & Services
286,BURL,Burlington Stores Inc ,-0.2664,2550,Retailing
287,BUSE,First Busey Corp ,-0.1114,4010,Banks
288,BW,Babcock & Wilcox Enterprises ,-0.143,2010,Capital Goods
289,BWA,Borgwarner Inc ,-0.1788,2510,Automobiles & Components
290,BWXT,Bwx Technologies Inc ,0.166,2010,Capital Goods
291,BX,Blackstone Inc ,-0.1268,4020,Diversified Financials
292,BXC,Bluelinx Holdings Inc ,-0.3368,2010,Capital Goods
293,BXMT,Blackstone Mortgage Trust Inc Cl A ,0.0431,4020,Diversified Financials
294,BXP,Boston Properties ,0.0817,6010,Real Estate
295,BYD,Boyd Gaming Corp ,-0.0499,2530,Consumer Services
296,BZH,Beazer Homes USA ,-0.3575,2520,Consumer Durables & Apparel
297,C,Citigroup Inc ,-0.1566,4010,Banks
298,CABO,Cable One Inc ,-0.1902,5020,
299,CAC,Camden Natl Cp ,-0.0237,4010,Banks
300,CACC,Credit Acceptance ,-0.148,4020,Diversified Financials
301,CACI,Caci International ,0.0933,2020,Commercial  & Professional Services
302,CACI,Caci International ,0.0933,2020,Commercial  & Professional Services
303,CAG,Conagra Brands Inc ,0.043,3020,"Food, Beverage & Tobacco"
304,CAH,Cardinal Health ,0.2228,3510,Health Care Equipment & Services
305,CAKE,Cheesecake Fact ,-0.0608,2530,Consumer Services
306,CAL,Caleres Inc ,-0.0542,2550,Retailing
307,CALM,Cal-Maine Foods IN ,0.4696,3020,"Food, Beverage & Tobacco"
308,CALX,Calix Inc ,-0.5163,4520,Technology Hardware & Equipment
309,CAMP,Calamp Corp ,-0.1374,4520,Technology Hardware & Equipment
310,CAR,Avis Budget Group ,0.2799,2030,Transportation
311,CARA,Cara Therapeutics ,0.1363,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
312,CASH,Meta Financial Group ,-0.1924,4010,Banks
313,CASS,Cass Information Sys ,0.016,4510,Software & Services
314,CASY,Casey's General Stor ,0.0602,3010,Food & Staples Retailing
315,CAT,Caterpillar Inc ,0.1019,2010,Capital Goods
316,CATO,Cato Corp ,-0.1562,2550,Retailing
317,CATY,Cathay Genl Bncp ,-0.0172,4010,Banks
318,CB,Chubb Ltd ,0.089,4030,Insurance
319,CBAY,Cymabay Therapeutics ,-0.0828,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
320,CBOE,CBOE Global Markets Inc ,-0.1002,4020,Diversified Financials
321,CBRL,Cracker Barrel ,-0.0789,2530,Consumer Services
322,CBSH,Commerce Bancshares ,0.0233,4010,Banks
323,CBT,Cabot Corp ,0.1941,1510,Materials
324,CBU,Community Bank System ,-0.0887,4010,Banks
325,CBZ,Cbiz Inc ,0.0644,2020,Commercial  & Professional Services
326,CBZ,Cbiz Inc ,0.0644,2020,Commercial  & Professional Services
327,CC,Chemours Company ,0.0072,1510,Materials
328,CCBG,Capital City Bank Gr ,-0.053,4010,Banks
329,CCF,Chase Corp ,-0.1233,1510,Materials
330,CCI,Crown Castle International Corp ,-0.0769,6010,Real Estate
331,CCK,Crown Cork & Seal Company ,0.0751,1510,Materials
332,CCL,Carnival Corp ,-0.0278,2530,Consumer Services
333,CCMP,Cabot Microelectron ,-0.0808,4530,Semiconductors & Semiconductor Equipment
334,CCNE,Cnb Financial Corp ,-0.0566,4010,Banks
335,CCO,Clear Channel Outdoor Holdings ,-0.0332,5020,
336,CCOI,Cogent Comm Hlds ,-0.0931,5010,Telecommunication Services
337,CCRN,Cross Ctry Hlthcr ,-0.2795,3510,Health Care Equipment & Services
338,CCS,Century Communities Inc ,-0.3785,2520,Consumer Durables & Apparel
339,CCXI,Chemocentryx Inc ,-0.4084,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
340,CDE,Coeur Mining Inc ,0.0456,1510,Materials
341,CDEV,Centennial Resource Development Inc ,0.5719,1010,Energy
342,CDK,Cdk Global Inc ,0.3043,4510,Software & Services
343,CDNA,Caredx Inc ,-0.2214,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
344,CDNS,Cadence Design Sys ,-0.1961,4510,Software & Services
345,CDW,CDW Corp ,-0.1553,4520,Technology Hardware & Equipment
346,CDXC,Chromadex Corp CS ,-0.4278,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
